CellID,SpotID,CellType
V4118,S750,Cajal Retzius
V4119,S3188,Cajal Retzius
V4120,S3381,Neurogenesis
V4121,S3882,Cajal Retzius
V4122,S181,Neurogenesis
V4123,S342,Cajal Retzius
V4124,S2324,Endothelial
V4125,S3145,Cajal Retzius
V4126,S1835,Cajal Retzius
V4127,S904,Dentate
V4128,S2291,Gad2
V4129,S366,Cajal Retzius
V4130,S3479,Cajal Retzius
V4131,S3376,CA2CA3
V4132,S578,Dentate
V4133,S1896,Endothelial
V4134,S1506,Ependyma
V4135,S4228,Cajal Retzius
V4136,S1824,Fibroblast
V4137,S4325,Cajal Retzius
V4138,S1670,Cajal Retzius
V4139,S4185,Astrocyte
V4140,S1086,Neurogenesis
V4141,S4077,Endothelial
V4142,S958,Ependyma
V4143,S2335,Cajal Retzius
V4144,S3578,Ependyma
V4145,S1330,Astrocyte
V4146,S4012,Cajal Retzius
V4147,S1152,Cajal Retzius
V4148,S916,Choroid
V4149,S1679,Polydendrocyte
V4150,S907,Dentate
V4151,S761,Sic17ab
V4152,S1890,Polydendrocyte
V4153,S2161,Cajal Retzius
V4154,S2529,Cajal Retzius
V4155,S1608,Polydendrocyte
V4156,S153,Endothelial
V4157,S3411,Microglia
V4158,S2444,Dentate
V4159,S821,Sic17ab
V4160,S4242,Cajal Retzius
V4161,S1227,Cajal Retzius
V4162,S2604,Astrocyte
V4163,S2995,Microglia
V4164,S1690,Endothelial
V4165,S776,Cajal Retzius
V4166,S237,Cajal Retzius
V4167,S2044,Neurogenesis
V4168,S1876,Cajal Retzius
V4169,S682,Cajal Retzius
V4170,S1566,Astrocyte
V4171,S2766,Cajal Retzius
V4172,S919,Neurogenesis
V4173,S562,Sic17ab
V4174,S640,Cajal Retzius
V4175,S4135,Neurogenesis
V4176,S113,Cajal Retzius
V4177,S3755,Astrocyte
V4178,S1515,Ependyma
V4179,S1330,CA1
V4180,S542,Neurogenesis
V4181,S3331,Polydendrocyte
V4182,S4466,Sic17ab
V4183,S2321,Cajal Retzius
V4184,S3963,Ependyma
V4185,S787,Polydendrocyte
V4186,S2500,Cajal Retzius
V4187,S1295,Sic17ab
V4188,S4071,Neurogenesis
V4189,S1850,Dentate
V4190,S2690,Cajal Retzius
V4191,S4168,Neurogenesis
V4192,S3072,Dentate
V4193,S2598,CA2CA3
V4194,S2224,Cajal Retzius
V4195,S2735,Dentate
V4196,S3649,Dentate
V4197,S2776,Microglia
V4198,S153,Cajal Retzius
V4199,S4543,Cajal Retzius
V4200,S2015,Microglia
V4201,S653,Entorhinal
V4202,S2570,Polydendrocyte
V4203,S3613,Oligodendrocyte
V4204,S2543,Dentate
V4205,S913,Polydendrocyte
V4206,S4230,Cajal Retzius
V4207,S3161,Cajal Retzius
V4208,S1126,Neurogenesis
V4209,S2332,Cajal Retzius
V4210,S1647,Neurogenesis
V4211,S629,Astrocyte
V4212,S2605,Neurogenesis
V4213,S3894,Cajal Retzius
V4214,S2765,Oligodendrocyte
V4215,S2994,Cajal Retzius
V4216,S135,Entorhinal
V4217,S1356,Astrocyte
V4218,S2672,Cajal Retzius
V4219,S1809,Astrocyte
V4220,S4282,Cajal Retzius
V4221,S1006,Ependyma
V4222,S1281,Ependyma
V4223,S634,Cajal Retzius
V4224,S1699,Ependyma
V4225,S3576,Astrocyte
V4226,S525,Neurogenesis
V4227,S1241,Sic17ab
V4228,S2329,Ependyma
V4229,S3849,Cajal Retzius
V4230,S2483,Oligodendrocyte
V4231,S994,Gad2
V4232,S2414,Cajal Retzius
V4233,S1334,Sic17ab
V4234,S1170,Cajal Retzius
V4235,S3929,Ependyma
V4236,S2624,Polydendrocyte
V4237,S247,Endothelial
V4238,S3045,Cajal Retzius
V4239,S3575,Ependyma
V4240,S1698,Astrocyte
V4241,S3247,Microglia
V4242,S3887,Ependyma
V4243,S2646,Endothelial
V4244,S3583,Astrocyte
V4245,S3026,Cajal Retzius
V4246,S2432,Choroid
V4247,S839,Neurogenesis
V4248,S4119,Cajal Retzius
V4249,S2894,Polydendrocyte
V4250,S3437,Choroid
V4251,S3031,Cajal Retzius
V4252,S1962,Neurogenesis
V4253,S1675,Cajal Retzius
V4254,S778,Cajal Retzius
V4255,S110,Cajal Retzius
V4256,S1056,Neurogenesis
V4257,S4231,Astrocyte
V4258,S2823,Cajal Retzius
V4259,S2150,Dentate
V4260,S3902,Microglia
V4261,S660,Polydendrocyte
V4262,S1390,Cajal Retzius
V4263,S4422,Ependyma
V4264,S922,Dentate
V4265,S3301,Endothelial
V4266,S997,Dentate
V4267,S2849,Astrocyte
V4268,S343,Polydendrocyte
V4269,S3623,Astrocyte
V4270,S2680,Microglia
V4271,S3660,Entorhinal
V4272,S284,Cajal Retzius
V4273,S3448,Dentate
V4274,S3169,Dentate
V4275,S2440,Endothelial
V4276,S646,Cajal Retzius
V4277,S4294,Astrocyte
V4278,S4119,Cajal Retzius
V4279,S2926,Polydendrocyte
V4280,S2817,Ependyma
V4281,S994,Neurogenesis
V4282,S1736,Neurogenesis
V4283,S1372,Cajal Retzius
V4284,S2312,Cajal Retzius
V4285,S1360,Cajal Retzius
V4286,S180,Cajal Retzius
V4287,S3662,Sic17ab
V4288,S563,Cajal Retzius
V4289,S2429,Neurogenesis
V4290,S557,Cajal Retzius
V4291,S2764,Polydendrocyte
V4292,S417,Choroid
V4293,S2485,Ependyma
V4294,S1258,Cajal Retzius
V4295,S1701,Dentate
V4296,S3232,Endothelial
V4297,S3531,Astrocyte
V4298,S4478,Neurogenesis
V4299,S2656,Astrocyte
V4300,S4121,Neurogenesis
V4301,S1623,Astrocyte
V4302,S3987,Cajal Retzius
V4303,S4238,Neurogenesis
V4304,S2296,Ependyma
V4305,S1480,Neurogenesis
V4306,S292,Cajal Retzius
V4307,S36,Astrocyte
V4308,S1779,Dentate
V4309,S4132,Astrocyte
V4310,S2325,Cajal Retzius
V4311,S266,Cajal Retzius
V4312,S3953,Cajal Retzius
V4313,S418,Sic17ab
V4314,S1567,Cajal Retzius
V4315,S197,Cajal Retzius
V4316,S3380,Dentate
V4317,S4274,Cajal Retzius
V4318,S1062,Endothelial
V4319,S243,Sic17ab
V4320,S2885,Astrocyte
V4321,S2796,Microglia
V4322,S984,Cajal Retzius
V4323,S1721,Sic17ab
V4324,S2639,Neurogenesis
V4325,S3933,Cajal Retzius
V4326,S2637,Polydendrocyte
V4327,S1649,Endothelial
V4328,S3752,Polydendrocyte
V4329,S652,Endothelial
V4330,S834,Cajal Retzius
V4331,S3221,Microglia
V4332,S527,Cajal Retzius
V4333,S3009,Neurogenesis
V4334,S3298,Neurogenesis
V4335,S2570,Microglia
V4336,S638,Ependyma
V4337,S2390,Cajal Retzius
V4338,S2601,Astrocyte
V4339,S855,Cajal Retzius
V4340,S1831,Dentate
V4341,S2248,Microglia
V4342,S2953,Dentate
V4343,S3515,Astrocyte
V4344,S3144,Astrocyte
V4345,S874,Sic17ab
V4346,S2462,Cajal Retzius
V4347,S1821,Endothelial
V4348,S1621,Ependyma
V4349,S2354,Endothelial
V4350,S1589,Gad2
V4351,S4276,Cajal Retzius
V4352,S2471,Astrocyte
V4353,S2480,Polydendrocyte
V4354,S3570,Choroid
V4355,S4419,Ependyma
V4356,S1855,Cajal Retzius
V4357,S4458,Astrocyte
V4358,S3460,Astrocyte
V4359,S1936,Cajal Retzius
V4360,S2346,Polydendrocyte
V4361,S541,Cajal Retzius
V4362,S4517,Neurogenesis
V4363,S1334,CA1
V4364,S4326,Neurogenesis
V4365,S635,Cajal Retzius
V4366,S3261,Cajal Retzius
V4367,S4377,Choroid
V4368,S578,Entorhinal
V4369,S1837,Neurogenesis
V4370,S4392,Cajal Retzius
V4371,S1684,CA1
V4372,S2606,Dentate
V4373,S2177,Cajal Retzius
V4374,S3920,Ependyma
V4375,S2001,Cajal Retzius
V4376,S286,Cajal Retzius
V4377,S933,Ependyma
V4378,S493,Sic17ab
V4379,S2125,Astrocyte
V4380,S1013,Fibroblast
V4381,S3326,Polydendrocyte
V4382,S2675,Cajal Retzius
V4383,S531,Cajal Retzius
V4384,S3392,Cajal Retzius
V4385,S1846,Neurogenesis
V4386,S2361,Neurogenesis
V4387,S2285,Cajal Retzius
V4388,S4346,Ependyma
V4389,S3391,Ependyma
V4390,S657,Ependyma
V4391,S693,Cajal Retzius
V4392,S2951,Ependyma
V4393,S1160,Neurogenesis
V4394,S3532,Polydendrocyte
V4395,S3833,Cajal Retzius
V4396,S3076,Gad2
V4397,S2424,Polydendrocyte
V4398,S4618,Cajal Retzius
V4399,S989,Dentate
V4400,S3720,Cajal Retzius
V4401,S4467,Neurogenesis
V4402,S2048,Cajal Retzius
V4403,S3930,Polydendrocyte
V4404,S2544,Microglia
V4405,S646,Neurogenesis
V4406,S2134,Cajal Retzius
V4407,S3164,Microglia
V4408,S785,Neurogenesis
V4409,S3636,Ependyma
V4410,S1866,Cajal Retzius
V4411,S2342,Fibroblast
V4412,S2615,Astrocyte
V4413,S2510,Neurogenesis
V4414,S97,Cajal Retzius
V4415,S434,Cajal Retzius
V4416,S4212,Dentate
V4417,S2109,Cajal Retzius
V4418,S3875,Microglia
V4419,S2644,Astrocyte
V4420,S1003,Cajal Retzius
V4421,S1852,Cajal Retzius
V4422,S1200,Cajal Retzius
V4423,S644,Microglia
V4424,S3578,Cajal Retzius
V4425,S2447,Microglia
V4426,S2898,Sic17ab
V4427,S526,Dentate
V4428,S2924,Cajal Retzius
V4429,S4467,Ependyma
V4430,S3436,Choroid
V4431,S4178,Cajal Retzius
V4432,S241,Cajal Retzius
V4433,S3067,Neurogenesis
V4434,S4208,Dentate
V4435,S1800,Polydendrocyte
V4436,S2517,Ependyma
V4437,S3236,Dentate
V4438,S3012,Cajal Retzius
V4439,S784,Cajal Retzius
V4440,S2951,Astrocyte
V4441,S4556,Microglia
V4442,S2386,Cajal Retzius
V4443,S811,Sic17ab
V4444,S1972,Ependyma
V4445,S4369,Gad2
V4446,S2122,Cajal Retzius
V4447,S1332,Dentate
V4448,S3518,Ependyma
V4449,S3814,Astrocyte
V4450,S4245,Astrocyte
V4451,S3220,Neurogenesis
V4452,S3712,Ependyma
V4453,S2469,Neurogenesis
V4454,S581,Sic17ab
V4455,S1675,Ependyma
V4456,S1902,CA1
V4457,S948,Endothelial
V4458,S2188,Cajal Retzius
V4459,S3003,Cajal Retzius
V4460,S420,Dentate
V4461,S1580,Microglia
V4462,S1976,Sic17ab
V4463,S575,Cajal Retzius
V4464,S1029,Neurogenesis
V4465,S3940,Dentate
V4466,S3376,Dentate
V4467,S79,Cajal Retzius
V4468,S1320,Microglia
V4469,S1790,Sic17ab
V4470,S3120,Dentate
V4471,S399,Dentate
V4472,S2348,Ependyma
V4473,S1304,Endothelial
V4474,S1624,Sic17ab
V4475,S3544,Ependyma
V4476,S2692,Cajal Retzius
V4477,S4230,Cajal Retzius
V4478,S2929,Polydendrocyte
V4479,S2130,Neurogenesis
V4480,S4356,Dentate
V4481,S2245,Astrocyte
V4482,S3783,Fibroblast
V4483,S98,Cajal Retzius
V4484,S3046,Mural
V4485,S1035,Gad2
V4486,S1831,Cajal Retzius
V4487,S188,Sic17ab
V4488,S3692,Astrocyte
V4489,S3186,Neurogenesis
V4490,S2013,Polydendrocyte
V4491,S71,Cajal Retzius
V4492,S3302,Cajal Retzius
V4493,S3406,Microglia
V4494,S3441,Astrocyte
V4495,S2209,Cajal Retzius
V4496,S2733,Astrocyte
V4497,S3443,Neurogenesis
V4498,S4106,Dentate
V4499,S393,Sic17ab
V4500,S1874,Cajal Retzius
V4501,S84,Sic17ab
V4502,S3114,Polydendrocyte
V4503,S1799,Cajal Retzius
V4504,S2587,Neurogenesis
V4505,S2947,Sic17ab
V4506,S4072,Neurogenesis
V4507,S1948,Sic17ab
V4508,S3634,Choroid
V4509,S892,Cajal Retzius
V4510,S3639,Cajal Retzius
V4511,S2555,Astrocyte
V4512,S1247,Neurogenesis
V4513,S1333,Dentate
V4514,S4526,Cajal Retzius
V4515,S3500,Choroid
V4516,S3038,Cajal Retzius
V4517,S581,Dentate
V4518,S1308,Dentate
V4519,S924,Neurogenesis
V4520,S451,Fibroblast
V4521,S2959,Endothelial
V4522,S1899,Neurogenesis
V4523,S2240,Cajal Retzius
V4524,S3363,Cajal Retzius
V4525,S4390,Astrocyte
V4526,S3232,Neurogenesis
V4527,S584,Neurogenesis
V4528,S2733,Neurogenesis
V4529,S1107,Dentate
V4530,S4060,Cajal Retzius
V4531,S52,Cajal Retzius
V4532,S2996,Polydendrocyte
V4533,S3258,Cajal Retzius
V4534,S2222,Dentate
V4535,S1521,Ependyma
V4536,S2882,Cajal Retzius
V4537,S2445,Sic17ab
V4538,S3357,Cajal Retzius
V4539,S2945,Sic17ab
V4540,S3793,Astrocyte
V4541,S611,Astrocyte
V4542,S637,Cajal Retzius
V4543,S1222,Cajal Retzius
V4544,S3476,Endothelial
V4545,S3573,Gad2
V4546,S791,Neurogenesis
V4547,S2227,Dentate
V4548,S1967,Endothelial
V4549,S2255,Cajal Retzius
V4550,S3529,Neurogenesis
V4551,S1507,Ependyma
V4552,S4169,Cajal Retzius
V4553,S1513,Cajal Retzius
V4554,S2284,Neurogenesis
V4555,S2013,Cajal Retzius
V4556,S2591,Astrocyte
V4557,S2464,Neurogenesis
V4558,S1961,Cajal Retzius
V4559,S1097,Astrocyte
V4560,S2211,Microglia
V4561,S1768,Endothelial
V4562,S3153,Entorhinal
V4563,S1508,Polydendrocyte
V4564,S4640,Choroid
V4565,S3125,Microglia
V4566,S3439,Cajal Retzius
V4567,S142,Cajal Retzius
V4568,S4192,Neurogenesis
V4569,S3982,Neurogenesis
V4570,S1993,Dentate
V4571,S3978,Cajal Retzius
V4572,S3327,Fibroblast
V4573,S775,Microglia
V4574,S3062,Gad2
V4575,S3858,Mural
V4576,S3003,Ependyma
V4577,S2097,Neurogenesis
V4578,S2556,Polydendrocyte
V4579,S2083,Cajal Retzius
V4580,S3274,Cajal Retzius
V4581,S2648,CA1
V4582,S3620,Cajal Retzius
V4583,S4050,Ependyma
V4584,S3999,Neurogenesis
V4585,S416,Cajal Retzius
V4586,S2370,Cajal Retzius
V4587,S1588,Astrocyte
V4588,S1204,Dentate
V4589,S1954,Neurogenesis
V4590,S1205,Microglia
V4591,S2506,Dentate
V4592,S4093,Cajal Retzius
V4593,S116,Cajal Retzius
V4594,S1180,Cajal Retzius
V4595,S989,Neurogenesis
V4596,S2200,Cajal Retzius
V4597,S3807,Astrocyte
V4598,S4345,Astrocyte
V4599,S2262,Dentate
V4600,S795,Neurogenesis
V4601,S2730,Astrocyte
V4602,S207,Cajal Retzius
V4603,S1799,Entorhinal
V4604,S3685,Ependyma
V4605,S4129,Neurogenesis
V4606,S3260,Neurogenesis
V4607,S1705,Neurogenesis
V4608,S2953,Cajal Retzius
V4609,S588,Cajal Retzius
V4610,S4212,Ependyma
V4611,S3006,Neurogenesis
V4612,S756,Neurogenesis
V4613,S2082,Cajal Retzius
V4614,S3826,Choroid
V4615,S885,Astrocyte
V4616,S1992,Dentate
V4617,S368,Endothelial
V4618,S3505,Fibroblast
V4619,S3132,CA1
V4620,S1401,Cajal Retzius
V4621,S3495,Neurogenesis
V4622,S2060,Ependyma
V4623,S2605,Ependyma
V4624,S2257,Cajal Retzius
V4625,S2768,Cajal Retzius
V4626,S605,Endothelial
V4627,S592,Neurogenesis
V4628,S3158,Microglia
V4629,S3327,Ependyma
V4630,S4452,Astrocyte
V4631,S1879,Entorhinal
V4632,S3325,Neurogenesis
V4633,S1364,Cajal Retzius
V4634,S614,Cajal Retzius
V4635,S3294,Fibroblast
V4636,S3786,Dentate
V4637,S3341,Cajal Retzius
V4638,S2378,Cajal Retzius
V4639,S2075,Dentate
V4640,S3212,CA1
V4641,S961,Sic17ab
V4642,S2658,Microglia
V4643,S3950,Choroid
V4644,S2605,Cajal Retzius
V4645,S2857,Dentate
V4646,S901,Cajal Retzius
V4647,S963,Cajal Retzius
V4648,S4168,Cajal Retzius
V4649,S543,Ependyma
V4650,S299,Cajal Retzius
V4651,S1171,Dentate
V4652,S2413,Microglia
V4653,S851,Polydendrocyte
V4654,S174,Sic17ab
V4655,S1916,Cajal Retzius
V4656,S3889,Choroid
V4657,S400,Cajal Retzius
V4658,S3759,Ependyma
V4659,S616,Cajal Retzius
V4660,S2295,Cajal Retzius
V4661,S3833,Cajal Retzius
V4662,S2188,Ependyma
V4663,S1641,Neurogenesis
V4664,S899,Endothelial
V4665,S113,Cajal Retzius
V4666,S1863,Neurogenesis
V4667,S2148,Dentate
V4668,S407,Cajal Retzius
V4669,S328,Cajal Retzius
V4670,S3328,Cajal Retzius
V4671,S4083,Entorhinal
V4672,S2033,Sic17ab
V4673,S1302,Sic17ab
V4674,S2927,Endothelial
V4675,S4502,Cajal Retzius
V4676,S527,Entorhinal
V4677,S2789,Gad2
V4678,S1648,Sic17ab
V4679,S3750,Ependyma
V4680,S1803,Cajal Retzius
V4681,S4458,Polydendrocyte
V4682,S4623,Astrocyte
V4683,S2004,Cajal Retzius
V4684,S2851,Gad2
V4685,S471,Cajal Retzius
V4686,S3140,Ependyma
V4687,S1722,Endothelial
V4688,S3330,Cajal Retzius
V4689,S587,Sic17ab
V4690,S3717,Ependyma
V4691,S3917,Cajal Retzius
V4692,S2814,Cajal Retzius
V4693,S1683,Endothelial
V4694,S883,Neurogenesis
V4695,S1417,Microglia
V4696,S4457,Cajal Retzius
V4697,S628,Ependyma
V4698,S4029,Cajal Retzius
V4699,S3832,Cajal Retzius
V4700,S1534,Cajal Retzius
V4701,S4214,Cajal Retzius
V4702,S3809,Cajal Retzius
V4703,S175,CA1
V4704,S3289,Neurogenesis
V4705,S4110,Microglia
V4706,S3465,Cajal Retzius
V4707,S3913,CA1
V4708,S3141,Dentate
V4709,S2845,Cajal Retzius
V4710,S3093,Astrocyte
V4711,S655,Neurogenesis
V4712,S2792,Neurogenesis
V4713,S3546,Fibroblast
V4714,S2328,Cajal Retzius
V4715,S1223,Astrocyte
V4716,S3633,Choroid
V4717,S1795,Cajal Retzius
V4718,S4430,Neurogenesis
V4719,S1983,Cajal Retzius
V4720,S1030,Cajal Retzius
V4721,S90,Cajal Retzius
V4722,S4279,Cajal Retzius
V4723,S4058,Cajal Retzius
V4724,S2472,Sic17ab
V4725,S400,Cajal Retzius
V4726,S1789,Dentate
V4727,S3130,Cajal Retzius
V4728,S1783,Dentate
V4729,S3251,Sic17ab
V4730,S281,Endothelial
V4731,S3233,Dentate
V4732,S3223,Fibroblast
V4733,S2554,Cajal Retzius
V4734,S3579,Cajal Retzius
V4735,S1643,Choroid
V4736,S2583,Ependyma
V4737,S1673,Neurogenesis
V4738,S2945,Ependyma
V4739,S3614,Neurogenesis
V4740,S3755,Cajal Retzius
V4741,S3205,Astrocyte
V4742,S3705,Neurogenesis
V4743,S4260,Dentate
V4744,S361,Ependyma
V4745,S3268,Dentate
V4746,S3229,Choroid
V4747,S4208,Cajal Retzius
V4748,S2700,Microglia
V4749,S2690,Dentate
V4750,S3287,Dentate
V4751,S48,Neurogenesis
V4752,S3245,Cajal Retzius
V4753,S2493,Polydendrocyte
V4754,S1884,Cajal Retzius
V4755,S4012,Cajal Retzius
V4756,S1886,Dentate
V4757,S2652,Polydendrocyte
V4758,S2270,Astrocyte
V4759,S2154,Dentate
V4760,S3414,Neurogenesis
V4761,S1592,Astrocyte
V4762,S1512,Polydendrocyte
V4763,S3937,Ependyma
V4764,S411,Sic17ab
V4765,S583,Dentate
V4766,S2009,Entorhinal
V4767,S2808,Cajal Retzius
V4768,S563,Cajal Retzius
V4769,S299,Cajal Retzius
V4770,S2401,Cajal Retzius
V4771,S1054,Dentate
V4772,S136,Cajal Retzius
V4773,S3675,Ependyma
V4774,S3313,Cajal Retzius
V4775,S3113,Cajal Retzius
V4776,S2253,Sic17ab
V4777,S1742,Sic17ab
V4778,S1063,Dentate
V4779,S4157,CA1
V4780,S846,Polydendrocyte
V4781,S1644,CA1
V4782,S2595,Dentate
V4783,S875,Astrocyte
V4784,S4216,Microglia
V4785,S3770,Cajal Retzius
V4786,S2993,Gad2
V4787,S2366,Dentate
V4788,S534,Entorhinal
V4789,S224,Sic17ab
V4790,S4074,Cajal Retzius
V4791,S1028,Sic17ab
V4792,S544,Sic17ab
V4793,S2340,Cajal Retzius
V4794,S637,Ependyma
V4795,S990,Sic17ab
V4796,S4346,Cajal Retzius
V4797,S1537,Polydendrocyte
V4798,S4121,Neurogenesis
V4799,S249,Dentate
V4800,S2502,Cajal Retzius
V4801,S4322,Ependyma
V4802,S3841,Ependyma
V4803,S286,Cajal Retzius
V4804,S4415,Polydendrocyte
V4805,S4297,Mural
V4806,S4235,Cajal Retzius
V4807,S1948,Sic17ab
V4808,S3842,Cajal Retzius
V4809,S193,Cajal Retzius
V4810,S4131,Neurogenesis
V4811,S751,Endothelial
V4812,S4048,Dentate
V4813,S1698,Entorhinal
V4814,S339,Dentate
V4815,S817,Sic17ab
V4816,S1950,Neurogenesis
V4817,S2238,Endothelial
V4818,S4324,Cajal Retzius
V4819,S1873,Sic17ab
V4820,S4010,Cajal Retzius
V4821,S3362,Astrocyte
V4822,S3894,Sic17ab
V4823,S1098,Neurogenesis
V4824,S3647,Fibroblast
V4825,S3002,Neurogenesis
V4826,S3441,Cajal Retzius
V4827,S3183,Polydendrocyte
V4828,S2796,Sic17ab
V4829,S1273,Gad2
V4830,S1798,Cajal Retzius
V4831,S3566,Choroid
V4832,S4146,Neurogenesis
V4833,S1630,Astrocyte
V4834,S1636,Dentate
V4835,S3951,Ependyma
V4836,S504,Endothelial
V4837,S3876,Dentate
V4838,S1240,Sic17ab
V4839,S1389,Dentate
V4840,S4286,Cajal Retzius
V4841,S4121,Cajal Retzius
V4842,S1430,Cajal Retzius
V4843,S3368,Choroid
V4844,S4288,Cajal Retzius
V4845,S1844,Dentate
V4846,S1482,Endothelial
V4847,S709,Dentate
V4848,S4153,Cajal Retzius
V4849,S690,Cajal Retzius
V4850,S3022,Astrocyte
V4851,S4076,Astrocyte
V4852,S3761,Choroid
V4853,S3115,Cajal Retzius
V4854,S3952,Cajal Retzius
V4855,S3621,Cajal Retzius
V4856,S2875,Cajal Retzius
V4857,S656,Cajal Retzius
V4858,S1214,Astrocyte
V4859,S2724,Entorhinal
V4860,S723,Polydendrocyte
V4861,S4563,Astrocyte
V4862,S4563,Ependyma
V4863,S2913,Neurogenesis
V4864,S4503,Entorhinal
V4865,S2685,Neurogenesis
V4866,S4027,Microglia
V4867,S4633,Neurogenesis
V4868,S3314,Ependyma
V4869,S3839,Cajal Retzius
V4870,S1408,Neurogenesis
V4871,S4418,Neurogenesis
V4872,S3913,Ependyma
V4873,S2909,Cajal Retzius
V4874,S1517,Neurogenesis
V4875,S434,Polydendrocyte
V4876,S1073,Astrocyte
V4877,S464,Neurogenesis
V4878,S2292,Cajal Retzius
V4879,S2985,Gad2
V4880,S1483,Astrocyte
V4881,S132,Cajal Retzius
V4882,S2524,Neurogenesis
V4883,S3783,Cajal Retzius
V4884,S814,Cajal Retzius
V4885,S2511,Ependyma
V4886,S4532,Gad2
V4887,S1462,Neurogenesis
V4888,S3175,Ependyma
V4889,S1558,Gad2
V4890,S1180,Dentate
V4891,S1553,Neurogenesis
V4892,S1082,Cajal Retzius
V4893,S838,Neurogenesis
V4894,S2741,Neurogenesis
V4895,S1252,Oligodendrocyte
V4896,S2748,Ependyma
V4897,S1458,Cajal Retzius
V4898,S3637,Cajal Retzius
V4899,S1368,Microglia
V4900,S4271,Neurogenesis
V4901,S3906,Astrocyte
V4902,S1599,Cajal Retzius
V4903,S2731,Astrocyte
V4904,S2635,Cajal Retzius
V4905,S3271,Ependyma
V4906,S3966,Neurogenesis
V4907,S1738,Fibroblast
V4908,S942,Endothelial
V4909,S783,Ependyma
V4910,S1449,Dentate
V4911,S1226,Astrocyte
V4912,S4540,Cajal Retzius
V4913,S2830,Neurogenesis
V4914,S2186,Dentate
V4915,S4046,Dentate
V4916,S4221,Cajal Retzius
V4917,S2782,Polydendrocyte
V4918,S3565,Neurogenesis
V4919,S2319,Dentate
V4920,S2888,Cajal Retzius
V4921,S4009,Cajal Retzius
V4922,S1437,Sic17ab
V4923,S1117,Neurogenesis
V4924,S2127,Mural
V4925,S1990,Fibroblast
V4926,S4014,Cajal Retzius
V4927,S420,Polydendrocyte
V4928,S1669,Dentate
V4929,S1349,Astrocyte
V4930,S1431,Cajal Retzius
V4931,S3288,Dentate
V4932,S501,Dentate
V4933,S1511,Cajal Retzius
V4934,S483,Dentate
V4935,S386,Cajal Retzius
V4936,S428,Cajal Retzius
V4937,S3612,Astrocyte
V4938,S4583,Ependyma
V4939,S1695,Cajal Retzius
V4940,S3414,Cajal Retzius
V4941,S1659,CA1
V4942,S2815,Ependyma
V4943,S647,Astrocyte
V4944,S2307,Dentate
V4945,S550,Dentate
V4946,S2059,Microglia
V4947,S4043,Cajal Retzius
V4948,S2322,Sic17ab
V4949,S787,Astrocyte
V4950,S1157,CA1
V4951,S2830,Neurogenesis
V4952,S1296,Entorhinal
V4953,S3043,Choroid
V4954,S2136,Dentate
V4955,S3187,Entorhinal
V4956,S1013,Choroid
V4957,S244,Entorhinal
V4958,S2449,Dentate
V4959,S193,Cajal Retzius
V4960,S3023,Ependyma
V4961,S2877,Neurogenesis
V4962,S2280,Neurogenesis
V4963,S2085,Neurogenesis
V4964,S3795,Cajal Retzius
V4965,S982,Polydendrocyte
V4966,S2178,Astrocyte
V4967,S2144,Neurogenesis
V4968,S3873,Choroid
V4969,S3078,Cajal Retzius
V4970,S2195,Oligodendrocyte
V4971,S3398,Cajal Retzius
V4972,S1040,Polydendrocyte
V4973,S3055,Oligodendrocyte
V4974,S2454,Astrocyte
V4975,S1439,Sic17ab
V4976,S4084,Sic17ab
V4977,S2009,Cajal Retzius
V4978,S526,Entorhinal
V4979,S3910,Neurogenesis
V4980,S1401,Dentate
V4981,S2286,Neurogenesis
V4982,S1090,Cajal Retzius
V4983,S20,Cajal Retzius
V4984,S3720,Cajal Retzius
V4985,S3286,Neurogenesis
V4986,S1013,Cajal Retzius
V4987,S2009,Astrocyte
V4988,S2685,Cajal Retzius
V4989,S4175,Neurogenesis
V4990,S1609,Neurogenesis
V4991,S2177,Sic17ab
V4992,S3430,Ependyma
V4993,S3985,Astrocyte
V4994,S3111,Cajal Retzius
V4995,S2219,Cajal Retzius
V4996,S1123,Astrocyte
V4997,S4184,Endothelial
V4998,S2932,Cajal Retzius
V4999,S3276,Microglia
V5000,S3064,Astrocyte
V5001,S1532,Endothelial
V5002,S3984,Microglia
V5003,S1326,Cajal Retzius
V5004,S2204,Ependyma
V5005,S47,Cajal Retzius
V5006,S552,Neurogenesis
V5007,S2584,Dentate
V5008,S2031,Sic17ab
V5009,S4268,Neurogenesis
V5010,S2374,Neurogenesis
V5011,S3320,Gad2
V5012,S1255,Endothelial
V5013,S748,Cajal Retzius
V5014,S632,Endothelial
V5015,S4044,Cajal Retzius
V5016,S3955,Cajal Retzius
V5017,S2037,Astrocyte
V5018,S3338,Neurogenesis
V5019,S870,Cajal Retzius
V5020,S2587,Polydendrocyte
V5021,S2484,Entorhinal
V5022,S888,Entorhinal
V5023,S3904,Polydendrocyte
V5024,S1617,Endothelial
V5025,S1584,Cajal Retzius
V5026,S3272,Endothelial
V5027,S3958,Entorhinal
V5028,S530,Dentate
V5029,S1329,Cajal Retzius
V5030,S4134,Neurogenesis
V5031,S1533,Polydendrocyte
V5032,S3800,Sic17ab
V5033,S3948,Choroid
V5034,S3125,Astrocyte
V5035,S2564,Dentate
V5036,S4152,Neurogenesis
V5037,S4133,Gad2
V5038,S2909,Microglia
V5039,S531,Cajal Retzius
V5040,S1267,Cajal Retzius
V5041,S3727,Cajal Retzius
